Year,Country,Energy_Consumption,Growth_Rate
1994,Uzbekistan_Growth_Rate,-2.127659574468088,-2.127659574468088
1995,Uzbekistan_Growth_Rate,-6.521739130434778,-6.521739130434778
1996,Uzbekistan_Growth_Rate,2.3255813953488413,2.3255813953488413
1997,Uzbekistan_Growth_Rate,2.2727272727272707,2.2727272727272707
1998,Uzbekistan_Growth_Rate,4.444444444444451,4.444444444444451
1999,Uzbekistan_Growth_Rate,6.382978723404253,6.382978723404253
2000,Uzbekistan_Growth_Rate,2.0000000000000018,2.0000000000000018
2001,Uzbekistan_Growth_Rate,0.0,0.0
2002,Uzbekistan_Growth_Rate,3.9215686274509887,3.9215686274509887
2003,Uzbekistan_Growth_Rate,-3.7735849056603765,-3.7735849056603765
2004,Uzbekistan_Growth_Rate,0.0,0.0
2005,Uzbekistan_Growth_Rate,-5.882352941176472,-5.882352941176472
2006,Uzbekistan_Growth_Rate,2.083333333333326,2.083333333333326
2007,Uzbekistan_Growth_Rate,-2.0408163265306145,-2.0408163265306145
2008,Uzbekistan_Growth_Rate,4.166666666666674,4.166666666666674
2009,Uzbekistan_Growth_Rate,-7.9999999999999964,-7.9999999999999964
2010,Uzbekistan_Growth_Rate,6.521739130434789,6.521739130434789
2011,Uzbekistan_Growth_Rate,2.0408163265306145,2.0408163265306145
2012,Uzbekistan_Growth_Rate,-12.0,-12.0
2013,Uzbekistan_Growth_Rate,0.0,0.0
2014,Uzbekistan_Growth_Rate,-6.818181818181824,-6.818181818181824
2015,Uzbekistan_Growth_Rate,-4.878048780487809,-4.878048780487809
2016,Uzbekistan_Growth_Rate,7.692307692307687,7.692307692307687
2017,Uzbekistan_Growth_Rate,4.761904761904767,4.761904761904767
2018,Uzbekistan_Growth_Rate,4.545454545454541,4.545454545454541
2019,Uzbekistan_Growth_Rate,2.1739130434782705,2.1739130434782705
2020,Uzbekistan_Growth_Rate,-6.382978723404253,-6.382978723404253
1990,Argentina_Growth_Rate,,
1991,Argentina_Growth_Rate,4.545454545454541,4.545454545454541
1992,Argentina_Growth_Rate,2.1739130434782705,2.1739130434782705
1993,Argentina_Growth_Rate,2.127659574468077,2.127659574468077
1994,Argentina_Growth_Rate,8.333333333333325,8.333333333333325
1995,Argentina_Growth_Rate,0.0,0.0
1996,Argentina_Growth_Rate,3.8461538461538547,3.8461538461538547
1997,Argentina_Growth_Rate,3.703703703703698,3.703703703703698
1998,Argentina_Growth_Rate,5.35714285714286,5.35714285714286
1999,Argentina_Growth_Rate,3.3898305084745672,3.3898305084745672
2000,Argentina_Growth_Rate,0.0,0.0
2001,Argentina_Growth_Rate,-8.196721311475407,-8.196721311475407
2002,Argentina_Growth_Rate,0.0,0.0
2003,Argentina_Growth_Rate,7.14285714285714,7.14285714285714
2004,Argentina_Growth_Rate,11.66666666666667,11.66666666666667
2005,Argentina_Growth_Rate,-1.4925373134328401,-1.4925373134328401
2006,Argentina_Growth_Rate,6.060606060606055,6.060606060606055
2007,Argentina_Growth_Rate,4.285714285714293,4.285714285714293
2008,Argentina_Growth_Rate,4.109589041095885,4.109589041095885
2009,Argentina_Growth_Rate,-7.8947368421052655,-7.8947368421052655
2010,Argentina_Growth_Rate,7.14285714285714,7.14285714285714
2011,Argentina_Growth_Rate,2.6666666666666616,2.6666666666666616
2012,Argentina_Growth_Rate,3.8961038961038863,3.8961038961038863
2013,Argentina_Growth_Rate,2.499999999999991,2.499999999999991
2014,Argentina_Growth_Rate,0.0,0.0
2015,Argentina_Growth_Rate,1.2195121951219523,1.2195121951219523
2016,Argentina_Growth_Rate,-1.2048192771084376,-1.2048192771084376
2017,Argentina_Growth_Rate,0.0,0.0
2018,Argentina_Growth_Rate,-2.4390243902439046,-2.4390243902439046
2019,Argentina_Growth_Rate,-1.2499999999999956,-1.2499999999999956
2020,Argentina_Growth_Rate,-8.860759493670889,-8.860759493670889
1990,Canada_Growth_Rate,,
1991,Canada_Growth_Rate,-0.4739336492891044,-0.4739336492891044
1992,Canada_Growth_Rate,2.857142857142847,2.857142857142847
1993,Canada_Growth_Rate,3.240740740740744,3.240740740740744
1994,Canada_Growth_Rate,3.587443946188351,3.587443946188351
1995,Canada_Growth_Rate,1.298701298701288,1.298701298701288
1996,Canada_Growth_Rate,2.136752136752129,2.136752136752129
1997,Canada_Growth_Rate,1.2552301255230214,1.2552301255230214
1998,Canada_Growth_Rate,-0.8264462809917328,-0.8264462809917328
1999,Canada_Growth_Rate,2.9166666666666563,2.9166666666666563
2000,Canada_Growth_Rate,2.8340080971659853,2.8340080971659853
2001,Canada_Growth_Rate,-1.5748031496062964,-1.5748031496062964
2002,Canada_Growth_Rate,0.40000000000000036,0.40000000000000036
2003,Canada_Growth_Rate,5.179282868525892,5.179282868525892
2004,Canada_Growth_Rate,2.6515151515151603,2.6515151515151603
2005,Canada_Growth_Rate,1.1070110701107083,1.1070110701107083
2006,Canada_Growth_Rate,1.4598540145985384,1.4598540145985384
2007,Canada_Growth_Rate,0.0,0.0
2008,Canada_Growth_Rate,-2.517985611510787,-2.517985611510787
2009,Canada_Growth_Rate,-3.690036900369009,-3.690036900369009
2010,Canada_Growth_Rate,0.3831417624521105,0.3831417624521105
2011,Canada_Growth_Rate,1.9083969465648831,1.9083969465648831
2012,Canada_Growth_Rate,0.7490636704119868,0.7490636704119868
2013,Canada_Growth_Rate,2.230483271375472,2.230483271375472
2014,Canada_Growth_Rate,2.5454545454545396,2.5454545454545396
2015,Canada_Growth_Rate,0.35460992907800915,0.35460992907800915
2016,Canada_Growth_Rate,1.4134275618374659,1.4134275618374659
2017,Canada_Growth_Rate,2.7874564459930307,2.7874564459930307
2018,Canada_Growth_Rate,1.016949152542379,1.016949152542379
2019,Canada_Growth_Rate,1.0067114093959662,1.0067114093959662
2020,Canada_Growth_Rate,-6.644518272425248,-6.644518272425248
1990,Chile_Growth_Rate,,
1991,Chile_Growth_Rate,0.0,0.0
1992,Chile_Growth_Rate,7.14285714285714,7.14285714285714
1993,Chile_Growth_Rate,6.666666666666665,6.666666666666665
1994,Chile_Growth_Rate,6.25,6.25
1995,Chile_Growth_Rate,5.882352941176472,5.882352941176472
1996,Chile_Growth_Rate,11.111111111111116,11.111111111111116
1997,Chile_Growth_Rate,14.999999999999991,14.999999999999991
1998,Chile_Growth_Rate,4.347826086956519,4.347826086956519
1999,Chile_Growth_Rate,4.166666666666674,4.166666666666674
2000,Chile_Growth_Rate,0.0,0.0
2001,Chile_Growth_Rate,0.0,0.0
2002,Chile_Growth_Rate,4.0000000000000036,4.0000000000000036
2003,Chile_Growth_Rate,0.0,0.0
2004,Chile_Growth_Rate,7.692307692307687,7.692307692307687
2005,Chile_Growth_Rate,0.0,0.0
2006,Chile_Growth_Rate,7.14285714285714,7.14285714285714
2007,Chile_Growth_Rate,3.3333333333333437,3.3333333333333437
2008,Chile_Growth_Rate,-3.2258064516129004,-3.2258064516129004
2009,Chile_Growth_Rate,0.0,0.0
2010,Chile_Growth_Rate,3.3333333333333437,3.3333333333333437
2011,Chile_Growth_Rate,9.677419354838701,9.677419354838701
2012,Chile_Growth_Rate,8.823529411764696,8.823529411764696
2013,Chile_Growth_Rate,2.7027027027026973,2.7027027027026973
2014,Chile_Growth_Rate,-7.8947368421052655,-7.8947368421052655
2015,Chile_Growth_Rate,2.857142857142847,2.857142857142847
2016,Chile_Growth_Rate,5.555555555555558,5.555555555555558
2017,Chile_Growth_Rate,0.0,0.0
2018,Chile_Growth_Rate,2.6315789473684292,2.6315789473684292
2019,Chile_Growth_Rate,2.564102564102555,2.564102564102555
2020,Chile_Growth_Rate,-5.000000000000004,-5.000000000000004
1990,Colombia_Growth_Rate,,
1991,Colombia_Growth_Rate,0.0,0.0
1992,Colombia_Growth_Rate,4.166666666666674,4.166666666666674
1993,Colombia_Growth_Rate,4.0000000000000036,4.0000000000000036
1994,Colombia_Growth_Rate,3.8461538461538547,3.8461538461538547
1995,Colombia_Growth_Rate,3.703703703703698,3.703703703703698
1996,Colombia_Growth_Rate,0.0,0.0
1997,Colombia_Growth_Rate,-3.57142857142857,-3.57142857142857
1998,Colombia_Growth_Rate,7.407407407407418,7.407407407407418
1999,Colombia_Growth_Rate,-10.344827586206895,-10.344827586206895
2000,Colombia_Growth_Rate,0.0,0.0
2001,Colombia_Growth_Rate,0.0,0.0
2002,Colombia_Growth_Rate,-3.8461538461538436,-3.8461538461538436
2003,Colombia_Growth_Rate,4.0000000000000036,4.0000000000000036
2004,Colombia_Growth_Rate,0.0,0.0
2005,Colombia_Growth_Rate,3.8461538461538547,3.8461538461538547
2006,Colombia_Growth_Rate,7.407407407407418,7.407407407407418
2007,Colombia_Growth_Rate,-3.4482758620689613,-3.4482758620689613
2008,Colombia_Growth_Rate,7.14285714285714,7.14285714285714
2009,Colombia_Growth_Rate,3.3333333333333437,3.3333333333333437
2010,Colombia_Growth_Rate,-3.2258064516129004,-3.2258064516129004
2011,Colombia_Growth_Rate,3.3333333333333437,3.3333333333333437
2012,Colombia_Growth_Rate,-3.2258064516129004,-3.2258064516129004
2013,Colombia_Growth_Rate,33.33333333333333,33.33333333333333
2014,Colombia_Growth_Rate,0.0,0.0
2015,Colombia_Growth_Rate,2.499999999999991,2.499999999999991
2016,Colombia_Growth_Rate,2.4390243902439046,2.4390243902439046
2017,Colombia_Growth_Rate,-4.761904761904767,-4.761904761904767
2018,Colombia_Growth_Rate,-2.500000000000002,-2.500000000000002
2019,Colombia_Growth_Rate,5.128205128205132,5.128205128205132
2020,Colombia_Growth_Rate,-4.878048780487809,-4.878048780487809
1990,Mexico_Growth_Rate,,
1991,Mexico_Growth_Rate,4.8387096774193505,4.8387096774193505
1992,Mexico_Growth_Rate,0.7692307692307665,0.7692307692307665
1993,Mexico_Growth_Rate,1.526717557251911,1.526717557251911
1994,Mexico_Growth_Rate,2.2556390977443552,2.2556390977443552
1995,Mexico_Growth_Rate,-2.941176470588236,-2.941176470588236
1996,Mexico_Growth_Rate,2.2727272727272707,2.2727272727272707
1997,Mexico_Growth_Rate,5.185185185185182,5.185185185185182
1998,Mexico_Growth_Rate,2.8169014084507005,2.8169014084507005
1999,Mexico_Growth_Rate,2.7397260273972712,2.7397260273972712
2000,Mexico_Growth_Rate,0.6666666666666599,0.6666666666666599
2001,Mexico_Growth_Rate,2.6490066225165476,2.6490066225165476
2002,Mexico_Growth_Rate,1.2903225806451646,1.2903225806451646
2003,Mexico_Growth_Rate,7.006369426751591,7.006369426751591
2004,Mexico_Growth_Rate,1.7857142857142794,1.7857142857142794
2005,Mexico_Growth_Rate,5.84795321637428,5.84795321637428
2006,Mexico_Growth_Rate,1.6574585635359185,1.6574585635359185
2007,Mexico_Growth_Rate,-0.5434782608695676,-0.5434782608695676
2008,Mexico_Growth_Rate,0.5464480874316946,0.5464480874316946
2009,Mexico_Growth_Rate,-2.1739130434782594,-2.1739130434782594
2010,Mexico_Growth_Rate,-0.5555555555555536,-0.5555555555555536
2011,Mexico_Growth_Rate,4.469273743016755,4.469273743016755
2012,Mexico_Growth_Rate,2.673796791443861,2.673796791443861
2013,Mexico_Growth_Rate,0.0,0.0
2014,Mexico_Growth_Rate,-2.083333333333337,-2.083333333333337
2015,Mexico_Growth_Rate,-1.5957446808510634,-1.5957446808510634
2016,Mexico_Growth_Rate,0.0,0.0
2017,Mexico_Growth_Rate,-2.7027027027026973,-2.7027027027026973
2018,Mexico_Growth_Rate,0.5555555555555536,0.5555555555555536
2019,Mexico_Growth_Rate,-2.7624309392265234,-2.7624309392265234
2020,Mexico_Growth_Rate,-14.204545454545459,-14.204545454545459
1990,Venezuela_Growth_Rate,,
1991,Venezuela_Growth_Rate,2.499999999999991,2.499999999999991
1992,Venezuela_Growth_Rate,12.195121951219523,12.195121951219523
1993,Venezuela_Growth_Rate,-6.521739130434778,-6.521739130434778
1994,Venezuela_Growth_Rate,16.279069767441868,16.279069767441868
1995,Venezuela_Growth_Rate,-6.000000000000005,-6.000000000000005
1996,Venezuela_Growth_Rate,6.382978723404253,6.382978723404253
1997,Venezuela_Growth_Rate,0.0,0.0
1998,Venezuela_Growth_Rate,4.0000000000000036,4.0000000000000036
1999,Venezuela_Growth_Rate,11.538461538461542,11.538461538461542
2000,Venezuela_Growth_Rate,1.724137931034475,1.724137931034475
2001,Venezuela_Growth_Rate,-6.779661016949157,-6.779661016949157
2002,Venezuela_Growth_Rate,21.818181818181827,21.818181818181827
2003,Venezuela_Growth_Rate,-5.970149253731338,-5.970149253731338
2004,Venezuela_Growth_Rate,-3.1746031746031744,-3.1746031746031744
2005,Venezuela_Growth_Rate,4.918032786885251,4.918032786885251
2006,Venezuela_Growth_Rate,1.5625,1.5625
2007,Venezuela_Growth_Rate,1.538461538461533,1.538461538461533
2008,Venezuela_Growth_Rate,0.0,0.0
2009,Venezuela_Growth_Rate,-4.545454545454541,-4.545454545454541
2010,Venezuela_Growth_Rate,19.047619047619047,19.047619047619047
2011,Venezuela_Growth_Rate,-10.666666666666668,-10.666666666666668
2012,Venezuela_Growth_Rate,2.9850746268656803,2.9850746268656803
2013,Venezuela_Growth_Rate,10.144927536231885,10.144927536231885
2014,Venezuela_Growth_Rate,-13.157894736842103,-13.157894736842103
2015,Venezuela_Growth_Rate,-3.0303030303030276,-3.0303030303030276
2016,Venezuela_Growth_Rate,-7.8125,-7.8125
2017,Venezuela_Growth_Rate,-5.0847457627118615,-5.0847457627118615
2018,Venezuela_Growth_Rate,-25.0,-25.0
2019,Venezuela_Growth_Rate,-14.28571428571429,-14.28571428571429
2020,Venezuela_Growth_Rate,-19.444444444444443,-19.444444444444443
1990,Indonesia_Growth_Rate,,
1991,Indonesia_Growth_Rate,4.040404040404044,4.040404040404044
1992,Indonesia_Growth_Rate,4.854368932038833,4.854368932038833
1993,Indonesia_Growth_Rate,10.185185185185187,10.185185185185187
1994,Indonesia_Growth_Rate,0.0,0.0
1995,Indonesia_Growth_Rate,10.084033613445387,10.084033613445387
1996,Indonesia_Growth_Rate,3.8167938931297662,3.8167938931297662
1997,Indonesia_Growth_Rate,2.941176470588225,2.941176470588225
1998,Indonesia_Growth_Rate,-2.1428571428571463,-2.1428571428571463
1999,Indonesia_Growth_Rate,5.109489051094895,5.109489051094895
2000,Indonesia_Growth_Rate,8.333333333333325,8.333333333333325
2001,Indonesia_Growth_Rate,1.9230769230769162,1.9230769230769162
2002,Indonesia_Growth_Rate,3.7735849056603765,3.7735849056603765
2003,Indonesia_Growth_Rate,0.0,0.0
2004,Indonesia_Growth_Rate,6.666666666666665,6.666666666666665
2005,Indonesia_Growth_Rate,1.7045454545454586,1.7045454545454586
2006,Indonesia_Growth_Rate,2.2346368715083775,2.2346368715083775
2007,Indonesia_Growth_Rate,-0.5464480874316946,-0.5464480874316946
2008,Indonesia_Growth_Rate,1.6483516483516425,1.6483516483516425
2009,Indonesia_Growth_Rate,5.945945945945952,5.945945945945952
2010,Indonesia_Growth_Rate,3.0612244897959107,3.0612244897959107
2011,Indonesia_Growth_Rate,1.4851485148514865,1.4851485148514865
2012,Indonesia_Growth_Rate,-0.4878048780487809,-0.4878048780487809
2013,Indonesia_Growth_Rate,-3.4313725490196068,-3.4313725490196068
2014,Indonesia_Growth_Rate,4.5685279187817285,4.5685279187817285
2015,Indonesia_Growth_Rate,-0.9708737864077666,-0.9708737864077666
2016,Indonesia_Growth_Rate,2.450980392156854,2.450980392156854
2017,Indonesia_Growth_Rate,6.2200956937799035,6.2200956937799035
2018,Indonesia_Growth_Rate,4.054054054054057,4.054054054054057
2019,Indonesia_Growth_Rate,2.5974025974025983,2.5974025974025983
2020,Indonesia_Growth_Rate,-5.063291139240511,-5.063291139240511
1990,Japan_Growth_Rate,,
1991,Japan_Growth_Rate,1.1363636363636465,1.1363636363636465
1992,Japan_Growth_Rate,2.2471910112359605,2.2471910112359605
1993,Japan_Growth_Rate,0.659340659340657,0.659340659340657
1994,Japan_Growth_Rate,5.458515283842802,5.458515283842802
1995,Japan_Growth_Rate,2.4844720496894457,2.4844720496894457
1996,Japan_Growth_Rate,2.2222222222222143,2.2222222222222143
1997,Japan_Growth_Rate,0.9881422924901129,0.9881422924901129
1998,Japan_Growth_Rate,-1.7612524461839585,-1.7612524461839585
1999,Japan_Growth_Rate,1.5936254980079667,1.5936254980079667
2000,Japan_Growth_Rate,1.9607843137254832,1.9607843137254832
2001,Japan_Growth_Rate,-1.7307692307692357,-1.7307692307692357
2002,Japan_Growth_Rate,0.391389432485334,0.391389432485334
2003,Japan_Growth_Rate,-0.7797270955165692,-0.7797270955165692
2004,Japan_Growth_Rate,3.3398821218074692,3.3398821218074692
2005,Japan_Growth_Rate,-0.38022813688213253,-0.38022813688213253
2006,Japan_Growth_Rate,0.0,0.0
2007,Japan_Growth_Rate,-0.9541984732824416,-0.9541984732824416
2008,Japan_Growth_Rate,-3.6608863198458574,-3.6608863198458574
2009,Japan_Growth_Rate,-4.600000000000004,-4.600000000000004
2010,Japan_Growth_Rate,5.450733752620551,5.450733752620551
2011,Japan_Growth_Rate,-7.3558648111332054,-7.3558648111332054
2012,Japan_Growth_Rate,-2.145922746781115,-2.145922746781115
2013,Japan_Growth_Rate,0.21929824561404132,0.21929824561404132
2014,Japan_Growth_Rate,-3.2822757111597323,-3.2822757111597323
2015,Japan_Growth_Rate,-1.8099547511312264,-1.8099547511312264
2016,Japan_Growth_Rate,-1.1520737327188946,-1.1520737327188946
2017,Japan_Growth_Rate,1.1655011655011593,1.1655011655011593
2018,Japan_Growth_Rate,-1.382488479262678,-1.382488479262678
2019,Japan_Growth_Rate,-2.8037383177570097,-2.8037383177570097
2020,Japan_Growth_Rate,-7.211538461538458,-7.211538461538458
1990,Malaysia_Growth_Rate,,
1991,Malaysia_Growth_Rate,23.809523809523814,23.809523809523814
1992,Malaysia_Growth_Rate,11.538461538461542,11.538461538461542
1993,Malaysia_Growth_Rate,10.344827586206895,10.344827586206895
1994,Malaysia_Growth_Rate,0.0,0.0
1995,Malaysia_Growth_Rate,6.25,6.25
1996,Malaysia_Growth_Rate,11.764705882352944,11.764705882352944
1997,Malaysia_Growth_Rate,15.789473684210531,15.789473684210531
1998,Malaysia_Growth_Rate,-4.545454545454541,-4.545454545454541
1999,Malaysia_Growth_Rate,0.0,0.0
2000,Malaysia_Growth_Rate,14.28571428571428,14.28571428571428
2001,Malaysia_Growth_Rate,6.25,6.25
2002,Malaysia_Growth_Rate,1.9607843137254832,1.9607843137254832
2003,Malaysia_Growth_Rate,7.692307692307687,7.692307692307687
2004,Malaysia_Growth_Rate,7.14285714285714,7.14285714285714
2005,Malaysia_Growth_Rate,10.000000000000009,10.000000000000009
2006,Malaysia_Growth_Rate,0.0,0.0
2007,Malaysia_Growth_Rate,10.606060606060597,10.606060606060597
2008,Malaysia_Growth_Rate,4.109589041095885,4.109589041095885
2009,Malaysia_Growth_Rate,-5.263157894736848,-5.263157894736848
2010,Malaysia_Growth_Rate,1.388888888888884,1.388888888888884
2011,Malaysia_Growth_Rate,4.109589041095885,4.109589041095885
2012,Malaysia_Growth_Rate,1.3157894736842035,1.3157894736842035
2013,Malaysia_Growth_Rate,12.987012987012992,12.987012987012992
2014,Malaysia_Growth_Rate,2.298850574712641,2.298850574712641
2015,Malaysia_Growth_Rate,-4.49438202247191,-4.49438202247191
2016,Malaysia_Growth_Rate,3.529411764705892,3.529411764705892
2017,Malaysia_Growth_Rate,-3.409090909090906,-3.409090909090906
2018,Malaysia_Growth_Rate,10.588235294117654,10.588235294117654
2019,Malaysia_Growth_Rate,2.127659574468077,2.127659574468077
2020,Malaysia_Growth_Rate,-8.333333333333337,-8.333333333333337
1990,South Korea_Growth_Rate,,
1991,South Korea_Growth_Rate,7.446808510638303,7.446808510638303
1992,South Korea_Growth_Rate,9.90099009900991,9.90099009900991
1993,South Korea_Growth_Rate,12.612612612612617,12.612612612612617
1994,South Korea_Growth_Rate,6.400000000000006,6.400000000000006
1995,South Korea_Growth_Rate,9.774436090225569,9.774436090225569
1996,South Korea_Growth_Rate,8.219178082191792,8.219178082191792
1997,South Korea_Growth_Rate,8.860759493670889,8.860759493670889
1998,South Korea_Growth_Rate,-8.139534883720934,-8.139534883720934
1999,South Korea_Growth_Rate,10.126582278481022,10.126582278481022
2000,South Korea_Growth_Rate,9.195402298850585,9.195402298850585
2001,South Korea_Growth_Rate,1.5789473684210575,1.5789473684210575
2002,South Korea_Growth_Rate,4.145077720207246,4.145077720207246
2003,South Korea_Growth_Rate,2.487562189054726,2.487562189054726
2004,South Korea_Growth_Rate,2.9126213592232997,2.9126213592232997
2005,South Korea_Growth_Rate,0.9433962264151052,0.9433962264151052
2006,South Korea_Growth_Rate,1.869158878504673,1.869158878504673
2007,South Korea_Growth_Rate,4.128440366972486,4.128440366972486
2008,South Korea_Growth_Rate,2.2026431718061623,2.2026431718061623
2009,South Korea_Growth_Rate,0.8620689655172376,0.8620689655172376
2010,South Korea_Growth_Rate,9.401709401709413,9.401709401709413
2011,South Korea_Growth_Rate,4.296875,4.296875
2012,South Korea_Growth_Rate,1.4981273408239737,1.4981273408239737
2013,South Korea_Growth_Rate,0.36900369003689537,0.36900369003689537
2014,South Korea_Growth_Rate,1.8382352941176405,1.8382352941176405
2015,South Korea_Growth_Rate,2.166064981949467,2.166064981949467
2016,South Korea_Growth_Rate,3.5335689045936425,3.5335689045936425
2017,South Korea_Growth_Rate,0.6825938566553003,0.6825938566553003
2018,South Korea_Growth_Rate,0.3389830508474523,0.3389830508474523
2019,South Korea_Growth_Rate,-1.0135135135135087,-1.0135135135135087
2020,South Korea_Growth_Rate,-3.4129692832764458,-3.4129692832764458
1990,Taiwan_Growth_Rate,,
1991,Taiwan_Growth_Rate,8.333333333333325,8.333333333333325
1992,Taiwan_Growth_Rate,3.8461538461538547,3.8461538461538547
1993,Taiwan_Growth_Rate,7.407407407407418,7.407407407407418
1994,Taiwan_Growth_Rate,3.4482758620689724,3.4482758620689724
1995,Taiwan_Growth_Rate,5.000000000000004,5.000000000000004
1996,Taiwan_Growth_Rate,6.349206349206349,6.349206349206349
1997,Taiwan_Growth_Rate,5.970149253731338,5.970149253731338
1998,Taiwan_Growth_Rate,5.633802816901401,5.633802816901401
1999,Taiwan_Growth_Rate,5.333333333333323,5.333333333333323
2000,Taiwan_Growth_Rate,7.594936708860756,7.594936708860756
2001,Taiwan_Growth_Rate,1.17647058823529,1.17647058823529
2002,Taiwan_Growth_Rate,4.651162790697683,4.651162790697683
2003,Taiwan_Growth_Rate,4.444444444444451,4.444444444444451
2004,Taiwan_Growth_Rate,2.127659574468077,2.127659574468077
2005,Taiwan_Growth_Rate,2.083333333333326,2.083333333333326
2006,Taiwan_Growth_Rate,2.0408163265306145,2.0408163265306145
2007,Taiwan_Growth_Rate,5.000000000000004,5.000000000000004
2008,Taiwan_Growth_Rate,-3.809523809523807,-3.809523809523807
2009,Taiwan_Growth_Rate,-0.990099009900991,-0.990099009900991
2010,Taiwan_Growth_Rate,6.000000000000005,6.000000000000005
2011,Taiwan_Growth_Rate,-0.9433962264150941,-0.9433962264150941
2012,Taiwan_Growth_Rate,0.0,0.0
2013,Taiwan_Growth_Rate,1.904761904761898,1.904761904761898
2014,Taiwan_Growth_Rate,1.869158878504673,1.869158878504673
2015,Taiwan_Growth_Rate,-1.834862385321101,-1.834862385321101
2016,Taiwan_Growth_Rate,1.869158878504673,1.869158878504673
2017,Taiwan_Growth_Rate,-1.834862385321101,-1.834862385321101
2018,Taiwan_Growth_Rate,2.8037383177569986,2.8037383177569986
2019,Taiwan_Growth_Rate,-1.8181818181818188,-1.8181818181818188
2020,Taiwan_Growth_Rate,-2.777777777777779,-2.777777777777779
1990,Thailand_Growth_Rate,,
1991,Thailand_Growth_Rate,9.523809523809534,9.523809523809534
1992,Thailand_Growth_Rate,6.521739130434789,6.521739130434789
1993,Thailand_Growth_Rate,4.081632653061229,4.081632653061229
1994,Thailand_Growth_Rate,11.764705882352944,11.764705882352944
1995,Thailand_Growth_Rate,8.771929824561408,8.771929824561408
1996,Thailand_Growth_Rate,11.290322580645151,11.290322580645151
1997,Thailand_Growth_Rate,2.898550724637672,2.898550724637672
1998,Thailand_Growth_Rate,-7.042253521126762,-7.042253521126762
1999,Thailand_Growth_Rate,7.575757575757569,7.575757575757569
2000,Thailand_Growth_Rate,1.4084507042253502,1.4084507042253502
2001,Thailand_Growth_Rate,2.777777777777768,2.777777777777768
2002,Thailand_Growth_Rate,10.81081081081081,10.81081081081081
2003,Thailand_Growth_Rate,8.536585365853666,8.536585365853666
2004,Thailand_Growth_Rate,7.86516853932584,7.86516853932584
2005,Thailand_Growth_Rate,3.125,3.125
2006,Thailand_Growth_Rate,2.020202020202011,2.020202020202011
2007,Thailand_Growth_Rate,3.960396039603964,3.960396039603964
2008,Thailand_Growth_Rate,2.857142857142847,2.857142857142847
2009,Thailand_Growth_Rate,0.0,0.0
2010,Thailand_Growth_Rate,9.259259259259256,9.259259259259256
2011,Thailand_Growth_Rate,0.0,0.0
2012,Thailand_Growth_Rate,6.779661016949157,6.779661016949157
2013,Thailand_Growth_Rate,7.9365079365079305,7.9365079365079305
2014,Thailand_Growth_Rate,0.0,0.0
2015,Thailand_Growth_Rate,0.0,0.0
2016,Thailand_Growth_Rate,2.2058823529411686,2.2058823529411686
2017,Thailand_Growth_Rate,0.0,0.0
2018,Thailand_Growth_Rate,-2.1582733812949617,-2.1582733812949617
2019,Thailand_Growth_Rate,0.7352941176470562,0.7352941176470562
2020,Thailand_Growth_Rate,-8.75912408759124,-8.75912408759124
1990,India_Growth_Rate,,
1991,India_Growth_Rate,3.9215686274509887,3.9215686274509887
1992,India_Growth_Rate,3.7735849056603765,3.7735849056603765
1993,India_Growth_Rate,2.4242424242424176,2.4242424242424176
1994,India_Growth_Rate,3.8461538461538547,3.8461538461538547
1995,India_Growth_Rate,5.698005698005693,5.698005698005693
1996,India_Growth_Rate,3.2345013477088846,3.2345013477088846
1997,India_Growth_Rate,3.9164490861618884,3.9164490861618884
1998,India_Growth_Rate,2.261306532663321,2.261306532663321
1999,India_Growth_Rate,5.896805896805901,5.896805896805901
2000,India_Growth_Rate,2.3201856148491906,2.3201856148491906
2001,India_Growth_Rate,1.5873015873015817,1.5873015873015817
2002,India_Growth_Rate,3.125,3.125
2003,India_Growth_Rate,2.5974025974025983,2.5974025974025983
2004,India_Growth_Rate,5.485232067510548,5.485232067510548
2005,India_Growth_Rate,3.0000000000000027,3.0000000000000027
2006,India_Growth_Rate,3.495145631067964,3.495145631067964
2007,India_Growth_Rate,6.566604127579745,6.566604127579745
2008,India_Growth_Rate,6.338028169014076,6.338028169014076
2009,India_Growth_Rate,9.768211920529811,9.768211920529811
2010,India_Growth_Rate,5.731523378582204,5.731523378582204
2011,India_Growth_Rate,4.707560627674745,4.707560627674745
2012,India_Growth_Rate,4.3596730245231585,4.3596730245231585
2013,India_Growth_Rate,1.6971279373368064,1.6971279373368064
2014,India_Growth_Rate,5.51989730423621,5.51989730423621
2015,India_Growth_Rate,1.5815085158150888,1.5815085158150888
2016,India_Growth_Rate,2.0359281437125842,2.0359281437125842
2017,India_Growth_Rate,3.638497652582151,3.638497652582151
2018,India_Growth_Rate,4.077010192525488,4.077010192525488
2019,India_Growth_Rate,2.285092491838947,2.285092491838947
2020,India_Growth_Rate,-3.404255319148941,-3.404255319148941
1990,Australia_Growth_Rate,,
1991,Australia_Growth_Rate,-1.1627906976744207,-1.1627906976744207
1992,Australia_Growth_Rate,2.35294117647058,2.35294117647058
1993,Australia_Growth_Rate,4.597701149425282,4.597701149425282
1994,Australia_Growth_Rate,0.0,0.0
1995,Australia_Growth_Rate,2.19780219780219,2.19780219780219
1996,Australia_Growth_Rate,6.451612903225801,6.451612903225801
1997,Australia_Growth_Rate,2.020202020202011,2.020202020202011
